类别,来源,标题,内容,时间,当前链接,上级链接,下载时间
国际,中国新闻网 　,分析：欧元20岁 欧洲民粹主义崛起未来充满挑战,"  
　　中新网1月1日电 据欧联网援引欧联通讯社报道，2019年1月1日，欧元迎来“20周岁”。欧元20年的发展历程，挺过了全球金融风暴与欧债危机，成为了世界第2大流通货币。不过，随着民粹主义在欧洲崛起，欧元区前景或将再次迎来新的挑战。


    /*300*250 原生 创建于 2016-03-03*/
    var cpro_id = ""u2540721"";






　　据报道，欧元诞生于1999年1月1日凌晨，最初的欧元只是以电子交易形式，用于银行和金融交易市场。2002年，欧元纸币和硬币正式进入百姓生活和市场流通。

　　年幼的欧元刚刚上路，其汇率便遇到了多次挑战，2008年的全球金融风暴，2009年的欧债危机，使得欧元地位一度遭受重挫。近年来，随着欧元区整体经济回升，欧元地位已渐趋稳定。

　　欧洲央行表示，在欧盟28个成员国中，目前有19个成员国、超过3.4亿民众在使用欧元，使之成为仅次于美元的世界第2大流通货币。

　　当地时间2019年12月31日，欧洲理事会主席唐纳德·图斯克和欧盟委员会主席让-克洛德·容克发布新年欧盟联合声明表示，欧元历经全球金融风暴和欧债危机挑战，业已成为团结、主权和稳定的象征，未来需要进一步巩固和推动欧元在国际货币市场的地位。

　　欧元诞生之处，国际社会普遍认为，欧元有挑战美元的姿态，而今天的欧元已年满20周岁，美元依然独霸国际市场。欧盟委员会主席容克曾表示，现在正是欧盟在全球舞台上扮演更具影响力角色的时刻，他呼吁提升欧元全球货币地位。

　　为了扩大欧元国际市场地位，欧盟计划将扩大欧元在能源、大宗商品和飞机制造等战略领域的使用，并要求能源合约以欧元计价，主张引入欧元计价的金融交易注册平台，并鼓励发展欧盟支付系统。

　　权威人士分析认为，欧元要挑战美元地位绝非一朝一夕。首先起源于2015年的难民潮，使难民矛盾逐渐在欧洲社会尖锐化，促使欧洲各国民粹政党势力不断扩大。而力主接纳难民的德国总理默克尔面对民粹政党的崛起，导致她所领导的执政党在地方选举中接连失利，最终辞去执政党党魁一职。

　　意大利作为欧元区第3大经济体。2018年，意大利民粹政府上台后，始终强调要拿回货币及财政政策，并要求大幅度提高举债额度，一度与欧盟水火不容。虽然最终以双方妥协落幕，却凸显欧元区深化整合仍具有较大难度。看来欧元真正进入“而立之年""任重而道远，未来将充满了挑战和机遇。(博源)  

      ",1-1 16:07,http://www.chinanews.com/gj/2019/01-01/8717259.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:29
财经,中国新闻网 　,中国铁路迎来元旦假期返程客流高峰,"  
　　中新社北京1月1日电 (记者 周音)记者从中国铁路总公司获悉，中国铁路1日迎来元旦假期返程客流高峰，预计发送旅客1150万人次，加开旅客列车318列。

　　统计数字显示，2018年12月31日，全国铁路发送旅客917.2万人次，与去年元旦假期同比增加44万人次。12月31日，全国铁路开行旅客列车8215列，其中加开列车183列。



资料图：火车站。 中新社记者 李南轩 摄

　　铁路总公司表示，随着2018年底10条新线开通运营，中国铁路营业里程达到13.1万公里，其中高铁2.9万公里，运输能力得到新的提升。为应对假日返程客流高峰，铁路部门充分利用新线运能，加大运力投放，优化运输组织，最大限度满足旅客出行需求。

　　据介绍，哈尔滨局集团公司发挥哈尔滨至牡丹江、佳木斯、齐齐哈尔等高铁的作用，加开5对动车组、重联15对动车组，方便旅客返程。

　　沈阳局集团公司开通京哈高铁承德至沈阳段、新民至通辽高铁两条新线运输，开通以来累计发送旅客分别达到5万、2.5万人次，高铁成为沿线市民出行首选。

　　郑州局集团公司增开商丘、焦作、安阳等地往返郑州的高铁、城际列车10.5对，方便短途旅客出行。

　　武汉局集团公司增开北京、宜昌、襄阳等热门方向动车组85列，重联运行12列。

　　南昌局集团公司在新开通的南平至龙岩铁路开行动车组14对，平均客座率达到90%以上，为沿线旅客提供了安全、快捷、舒适的出行方式。

　　假日期间，各地铁路部门推出多项便民利民服务举措，加大站车服务力度。沈阳局集团公司采取加开售票窗口、增设自动售取票机等方式，大幅缩短旅客排队购票等候时间。兰州局集团公司优化各大车站进出站标识，开通“急客SOS”通道，组织青年志愿者开展“行李随手递”特色服务项目，为旅客提供帮助。(完)


    /*300*250 原生 创建于 2016-03-03*/
    var cpro_id = ""u2540721"";




  

      ",1-1 16:18,http://www.chinanews.com/cj/2019/01-01/8717270.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:29
社会,新华网 　,陈若克：战士、母亲、英雄,"  　　陈若克：战士、母亲、英雄　　新华社济南1月1日电（记者萧海川）山东孟良崮烈士陵园里，有这样一座坟墓：青黑色的墓碑正面，遒劲的字体镌刻着“陈若克烈士之墓”；墓碑背后，是一方小小的坟茔。22岁的陈若克与她未曾满月的孩子，已在沂蒙山长眠了77年。
　　陈若克，又名陈玉兰、陈雪明，祖籍广东顺德，1919年出生在上海。她的家境并不宽裕——父亲是当地报馆的小职员，母亲是婢女出身的家庭妇女。陈若克8岁时，曾在小学就读过一年半的时间。因在学校寡言少语，被老师、同学喊做“小哑巴”。随着父亲病故，陈若克不得不辍学，随母亲进工厂做工。
　　15岁的陈若克，白天在工厂做工，晚上到工人夜校读书。繁重的体力劳动，让她年纪轻轻便患上胃病、贫血、头痛、肺气肿等病痛。然而，正是这艰苦的生活，锤炼了她的意志与品格，让她投身到风起云涌的工人运动中。面对工厂主、资本家，陈若克直陈道理、毫无惧色，让她在工人群体中小有名气。


    /*300*250 原生 创建于 2016-03-03*/
    var cpro_id = ""u2540721"";





　　1936年8月，陈若克加入中国共产党。随后，她辗转湖北、山西等地，并于1937年进入华北军政干部学校学习。其间，她不断汲取先进思想的养分，积极参加抗日救亡活动。抗日战争全面爆发后，她历任中共中央山东分局妇委会委员，山东省临时参议会驻会议员，山东省妇女救国联合会常务委员、执行委员等职务。
　　在革命工作中，陈若克收获了志同道合的爱人——随后担任中共中央山东分局书记的朱瑞。如今，在山东沂蒙党性教育基地，人们可以看到这样一张泛黄的老照片。照片上，陈若克与丈夫朱瑞席地而坐，一同笑对镜头。陈若克轻轻靠向朱瑞的右肩，嘴角眉梢里都洋溢着暖暖的笑意。
　　抗日烽火燃遍神州大地，每一份救亡图存的力量都显得弥足珍贵。陈若克从事妇女工作时，发动妇女参加抗日救国会、识字班和姐妹剧团，唤醒广大妇女投身抗日事业。她组织编写妇女刊物，培养、选拔妇女干部，对当时山东妇女工作起到积极推动作用。
　　1941年深秋，日伪军大举进逼沂蒙山区。11月7日，在突围作战中，怀有8个多月身孕的陈若克不幸被俘。两天后，她在狱中产下一名婴儿。但这并未引起敌寇丝毫的怜悯。陈若克饱受身体上的摧残与精神上的折磨。她的孩子更被敌人当成要挟她的资本。日本人知道陈若克身体虚弱、无力喂养孩子，于是便把一瓶牛奶送进牢房，希望以此击垮她的精神防线。陈若克没有屈服于敌人的威逼利诱，她毅然咬破自己的手指，用鲜血哺育自己幼小的孩子。
　　恼羞成怒的日军最终举起了屠刀。11月26日，陈若克母子二人惨死在侵略者的刺刀之下。
　　陈若克牺牲后，一位老乡把她们的遗体偷偷运回了沂蒙红嫂王换于家。王换于变卖部分家产，购置了一大一小两口棺材，把她们隐蔽安葬在自家地里。下葬那天，匆匆赶来的朱瑞最后一次看到自己的妻儿，悲痛万分。
　　今天，在孟良崮烈士陵园，在沂蒙红嫂纪念馆，陈若克的名字如雷贯耳，她的事迹被广为传颂。松柏林下，山风萧萧。陈若克墓的身后，是一眼望不尽的、像方阵列队般的无名烈士墓……  

      ",1-1 15:50,http://www.chinanews.com/sh/2019/01-01/8717242.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:30
国际,新华网 　,综述：拉美国家别样习俗迎新年,"  　　综述：拉美国家别样习俗迎新年　　新华社北京1月1日电　综述：拉美国家别样习俗迎新年
　　新华社记者席玥
　　又到新年，热情奔放的拉美人通过丰富多彩而又奇趣独特的跨年习俗，期盼来年身体健康、财富增长、收获爱情。各式各样的迎新活动，也让拉美人民度过了家人团聚、许愿祈福、憧憬未来的欢乐时光。


    /*300*250 原生 创建于 2016-03-03*/
    var cpro_id = ""u2540721"";





　　靓衣辞旧岁
　　与中国人喜用红色装点新年不同，在终年阳光充沛的南美国家哥伦比亚，“新年色”是金灿灿的黄色。新年渐近，哥伦比亚的大小商场都会集中出售黄色内裤，构成一道亮丽风景线。在热情洋溢的哥伦比亚人看来，身着黄色内裤跨年，来年能够生活富足，事事如意。
　　阿根廷妇女的“新年色”更为特别，她们会穿上全新的粉红色内裤，祈祷来年能拥有甜蜜的爱情。
　　巴西人习惯穿一身白衣、白裤迎接新年。在巴西人看来，白色是最纯洁的颜色，白色衣服能够驱散厄运，让灵魂得到净化。
　　每逢跨年夜，上百万巴西民众会身着一袭白衣，聚集在里约热内卢著名的科帕卡巴纳海滩。待新年钟声敲响，一群群巴西人会手拉手冲向大海，开始“跳浪”，祈求海洋守护女神叶玛亚保佑在新的一年里能勇敢跨过所有艰难险阻。跳跃时，巴西人会在心里默默许愿，连跳七下，来年便能梦想成真。
　　美食迎新年
　　辞旧迎新之际，拉美人餐桌上自然少不了各种美食，这些节日美食被赋予了美好寓意。
　　其中，中美洲国家巴拿马迎接新年的民间传统最为“务实”。元旦前夕，每家每户都会在桌上摆一些橙子、橘子和面包，在门背后挂几把稻穗和谷穗，以祈求新的一年里粮食充足。
　　农业大国墨西哥的跨年必备食物既不是塔可玉米饼，也不是国酒龙舌兰，而是寄托着人们美好愿望的12颗葡萄。随着倒计时钟声的敲响，人们大口开吃，每一次倒数吃掉一颗，并许下一个心愿，祈求平安、幸福、健康和财富。一共吃掉12颗，象征着新的一年每个月都能好运常伴。
　　在中美洲国家萨尔瓦多，美食迎新的习俗更为奇特。新年前夜，人们将一个生鸡蛋打入盛有清水的碗中，放置在室外一整晚，第二天早上及时观察蛋黄和蛋清形成的样子和变化，来预测新年运势。据说，根据鸡蛋形成的不同形状可判断来年是否会有亲人离世、是否有亲属举办婚礼以及自己的经济状况如何等等。
　　花式求“锦鲤”
　　为祈求好运，拉美人辞旧迎新的习俗有的可谓千奇百怪。
　　在南美国家厄瓜多尔，焚烧人偶是当地最为独特的新年庆祝方式。新年临近，每家每户都会制作一个一人多高的人偶，称其为“旧年”。人偶一般用厚纸糊成，里面用木条支撑，外面刷上鲜艳的颜色或绘上旧衣服图案。人偶既可以是丑闻明星的卡通形象，也可以是不受民众欢迎的政客形象。年末这天，家家户户把自家做好的人偶搬到大街上。零点倒计时一开始，人们就将整条街的人偶一并点燃，象征着把过去一年的霉运都付之一炬，祈求新的一年一帆风顺。
　　古巴人的习惯则是在新年钟声敲响的一刻，各家从窗户往街道上泼一桶水，意味着把前一年的问题和烦恼抛到脑后，并希望以此来冲洗街道，以崭新的面貌迎接新年。
　　在危地马拉，人们会在家门口站定，背对街道，向身后抛出12枚硬币。在他们看来，每个硬币对应来年的12个月份，寓意来年一整年都财源滚滚。
　　委内瑞拉和哥伦比亚人则会赶在新年来临之际拎起旅行箱在住处周围走上一圈，希望能用行李箱把好运和财富都装进去。
　　最让人吃惊的当属智利北部的伊基克和中部塔尔卡地区的跨年习俗，一家老小在墓地吃晚餐，陪故人迎新年。人们会在新年前夜把餐桌搬到已故亲人的墓碑旁，伴随着古典音乐和摇曳的烛光，陪伴逝去的亲属共同跨年。  

      ",1-1 15:53,http://www.chinanews.com/gj/2019/01-01/8717244.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:30
台湾,中国新闻网 　,《告台湾同胞书》发表40年 两岸相向而行势不可挡,"  
　　(两岸40年)评论：《告台湾同胞书》发表40年  两岸相向而行势不可挡

　　中新社北京1月1日电 题：《告台湾同胞书》发表40年 两岸相向而行势不可挡

　　中新社记者 杨程晨 黄少华

　　1979年元旦，中国全国人大常委会发表《告台湾同胞书》，郑重宣示了争取祖国和平统一的大政方针，明确提出了一系列发展两岸关系、促进和平统一进程的政策措施，揭开了两岸关系发展新的历史篇章。


    /*300*250 原生 创建于 2016-03-03*/
    var cpro_id = ""u2540721"";






　　回望40年前，国内国际形势发生重大而深刻的变化，台海局势转圜时机悄然来临——1978年，中国共产党召开十一届三中全会，改革开放拉开大幕；中美两国关系正常化为和平解决台湾问题，创造了有利的外部环境。

　　《告台湾同胞书》的述说对象是台湾人民，同时也寄希望台湾当局“听得进去”。它呼吁台当局以民族利益为重，对实现祖国统一的事业作出宝贵贡献；两岸通过商谈结束台海军事对峙状态，撤除阻隔两岸同胞交往的藩篱，尽快实现通航通邮，发展贸易，进行经济交流。

　　《告台湾同胞书》的发表，标志着台海剑拔弩张的时代已经过去，争取和平统一成为大陆对台大政方针的主基调。

　　40年来，这份紧随大陆改革开放而来的历史文告，其强调历史连结、心灵契合、统一大势的脉络，于此后大陆对台工作方略中依然清晰可循。

　　大陆方面根据对台工作实践、台海局势和两岸关系形势变化，相继提出“和平统一、一国两制”方针，两岸关系和平发展，两岸经济社会融合发展，两岸同胞心灵契合，团结两岸同胞共同致力中华民族伟大复兴等一系列重大主张。

　　40年来，体现一个中国原则的“九二共识”蔚然成形，奠定两岸和平发展的坚实政治基础，成为两岸关系行稳致远的“定海神针”。“台独”分裂图谋和行径屡遭破功。

　　40年来，两岸各自探索发展道路，大陆更是藉由改革开放，实现跨越式发展，经济社会的成就举世瞩目。两岸实力对比出现逆转，大陆主导两岸关系走向的能力不断增强。

　　40年来，两岸授权民间团体最高负责人会谈，国共领导人时隔60年后首次再会面，两岸领导人新加坡“世纪握手”，两岸历史性、里程碑式的互动接触事件一次次受到全球关注。

　　40年来，两岸同胞不断突破种种障碍，各领域交流合作络绎于途，大道如衢。两岸“心”的交流日益深化，从探亲共叙亲情，到遭遇灾难同胞互助，将心比心促理解增认同，中华文化成为两岸联结的纽带。两岸实现直接双向“三通”，从台商助力并受益于大陆腾飞，互补分工布局，到大陆为同胞谋福祉能力更强、条件更好，真诚落实台胞与大陆同胞同等待遇措施，再到两岸携手共同应对国际挑战赚世界的钱，经济互蒙其利，同胞共享和平红利。

　　40年的实践表明，两岸关系虽历经波折，但大势向前，沛然莫之能御。两岸同胞相向而行，越走越近，民族情感日趋凝聚，“两岸一家亲”理念深植人心。《告台湾同胞书》因此有了其重要的历史地位。

　　40年一瞬间，《告台湾同胞书》所传递的情与理隽永。两岸命运共同体现在进行式，和共同向往的民族复兴未来式，交相辉映，策励两岸同胞协力齐心，一路高歌猛进。(完)  

      ",1-1 16:11,http://www.chinanews.com/tw/2019/01-01/8717267.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:31
国际,新华网 　,俄居民楼天然气爆炸事故遇难人数升至7人,"  
　　新华社符拉迪沃斯托克1月1日电(记者吴刚)俄罗斯西部车里雅宾斯克州马格尼托哥尔斯克市一栋居民楼12月31日凌晨发生天然气爆炸事故。目前，遇难者人数已升至7人。

　　据该州紧急情况总局1日发布的最新公告，截至当地时间当日早上9时(北京时间12时)，救援人员从坍塌楼房废墟中共找出12人，其中7人被确认死亡，5人被送往医院紧急抢救。另有37人生死不明，搜救工作仍在进行中。

　　据报道，这栋10层居民楼建于1973年，爆炸致该楼的一个单元从上到下全部垮塌。事发后，俄总统普京亲自赶往事故现场听取情况汇报。俄总理梅德韦杰夫对事故中的遇难者表示哀悼，对死者家属表示慰问，并表示政府将采取一切必要措施救治伤者。俄联邦侦查委员会正对此次事故展开刑事调查。


    /*300*250 原生 创建于 2016-03-03*/
    var cpro_id = ""u2540721"";




  

      ",1-1 15:15,http://www.chinanews.com/gj/2019/01-01/8717236.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:32
视频,未知,辞旧迎新：北京2019新年倒计时活动在奥林匹克公园举行,,1-1 16:08,http://www.chinanews.com/sh/shipin/cns/2019/01-01/news797997.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:34
台湾,新华网 　,亲爱的台湾同胞：今天是二〇一九年元旦！,"  　　亲爱的台湾同胞：今天是二〇一九年元旦！　　40年前的今天
　　这篇文告抢了头条
　　↓↓↓

那是1979年元旦
　　全国人大常委会发表了
　　《告台湾同胞书》
　　郑重宣示争取祖国和平统一的大政方针
　　明确提出一系列发展两岸关系、
　　促进和平统一进程的政策措施
　　包括尽快实施
　　通邮通航，同胞直接接触
　　探亲访友，参观交流
　　同时，大陆宣布停止炮击大、小金门等岛屿
　　炮击停了，生活继续
　　有生意头脑的金门人
　　把炮战时期的炮弹材料
　　变成了做饭用的菜刀

金门居民利用弹壳弹头制造金门菜刀。中新网 王东明 摄
　　以炮弹为原料的金门菜刀
　　成为当地名品
　　与高粱酒、贡糖一起并称“金门三宝”
　　谱写了一段铸剑为犁的佳话
　　“炮击金门”战役期间
　　距离金门岛最近的福建晋江围头村
　　不到3平方公里
　　落下5万多发炮弹
　　由此得名“海峡炮战第一村”
　　1979年《告台湾同胞书》的发表
　　改变了这个村子的命运——
　　昔日的“炮战第一村”
　　变成了“两岸通婚第一村”
　　截至2018年8月17日
　　围头村共有146对两岸夫妻
　　战火变烟火

　　2018年8月17日，第五届海峡两岸（晋江金井·围头）七夕返亲节在福建省晋江市金井镇围头村开幕。从2010年起，当地每两年举办一届七夕返亲节。新华社记者 张国俊 摄
　　《告台湾同胞书》
　　全文虽然只是短短的1800余字
　　但
　　“开诚相见，言之成理
　　语调恳挚亲切，富有感情
　　语重心长，入情入理
　　在海内外引起强烈反响”
　　之后
　　大陆方面一直积极采取各种措施
　　推进两岸人员往来和各领域交流合作
　　推动两岸关系开创和平发展的崭新局面
　　多少高堂明镜悲白发
　　多少妻子长年守空帏
　　多少儿女不知父生死
　　多少异乡客夜夜梦神州
　　《告台湾同胞书》传到台湾岛内
　　众多在台大陆籍老兵
　　再也抑制不住思乡之苦
　　他们看到了“回家”的希望
　　“今生今世不能活着见父母，
　　死也要回大陆！
　　不达目的，死不罢休！”
　　思乡心切的老兵高喊口号，游行集会
　　高唱着《母亲你在何方》
　　想要冲破重重阻碍
　　敲开两岸封锁之门

　　1987年11月16日，67岁的台胞春生先生回到桂林拜祭去世的父母，了却多年的夙愿（资料图片）
　　1987年
　　两岸恢复民间交流
　　1988年1月14日
　　首个“台湾返乡探亲团”启程赴大陆
　　老兵们终于回到日思夜想的大陆故乡

　　1988年1月20日，由台湾“外省人返乡探亲促进会”组织的首个“台湾返乡探亲团”登上了长城。 新华社发
　　有的人回家了
　　有的人却再也回不了家
　　“活着已做游子，死了拒做游魂。
　　树高千丈，叶落归根。”
　　这个流传在台湾老兵中的口号
　　成了祖籍山东菏泽的台湾律师高秉涵
　　一直践行的承诺

2017年11月14日，高秉涵在擦拭一位老兵的骨灰坛。新华社记者 赵颖全 摄
　　从1991年开始
　　高秉涵陆续将老乡的骨灰送回故乡
　　20多年来
　　他送回了约150个老兵的骨灰
　　让离乡的孤魂叶落归根
　　1992年11月
　　两岸双方达成各自以口头方式表述
　　“海峡两岸均坚持一个中国原则”的共识
　　即“九二共识”

　　1993年4月27日“汪辜会谈”前汪道涵与辜振甫握手。 新华社发
　　1993年4月29日
　　汪辜会谈举行
　　这是1949年以来
　　两岸授权高层人士首次会谈
　　建立了一中原则基础上
　　推进两岸制度化协商的机制
　　2001年1月
　　金门、马祖与福建沿海地区的
　　海上客、货运航线
　　首次开通
　　2005年4月29日
　　国共两党领导人
　　举行了时隔60年后的首次会谈

　　2008年12月15日7时20分，作为两岸直接“三通”首个飞往台湾的大陆航班，深圳航空ZH9095航班从深圳机场起飞。新华社记者 壮锦 摄
　　2008年12月15日
　　两岸海运直航、空运直航、直接通邮
　　正式启动

　　2015年11月7日，两岸领导人会面在新加坡香格里拉大酒店举行。习近平同马英九握手。 新华社记者 兰红光 摄
　　2015年11月7日
　　两岸领导人
　　开启了一场具有里程碑意义的会晤
　　巩固深化了
　　两岸关系和平发展的共同政治基础
　　翻开了两岸关系历史性的一页
　　2018年
　　“31条惠及台胞措施”出台
　　给台资企业和台湾同胞
　　带来巨大机遇和实实在在的获得感
　　40年弹指一挥间
　　40年沧海变桑田
　　当年“炮击金门”战役的“火线”
　　如今已是两岸交流的前沿
　　2018年8月5日
　　福建向金门供水工程实现正式通水
　　共饮一江水 两岸一家亲

　　2018年8月5日，来自福建的清水流进金门田埔水库旁的受水池。 新华社记者 薛玉斌 摄
　　《告台湾同胞书》发表40年来
　　所提出的许多政策主张
　　都已经变为现实
　　今天
　　我们纪念《告台湾同胞书》发表40周年
　　是为了开创两岸更加美好的未来
　　“两岸同胞是命运与共的骨肉兄弟，
　　是血浓于水的一家人。”
　　两岸同胞应该共同努力
　　维护两岸关系和平发展的政治基础和正确道路
　　坚决反对各种形式的“台独”分裂活动
　　推动两岸关系和平发展
　　推进祖国和平统一进程
　　纪念！


    /*300*250 原生 创建于 2016-03-03*/
    var cpro_id = ""u2540721"";




  

      ",1-1 15:51,http://www.chinanews.com/tw/2019/01-01/8717243.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:34
社会,央视网 　,新疆喀什欢声笑语迎新年,"  　　新疆喀什欢声笑语迎新年　　央视网消息：新年来临之际，新疆喀什各地举办了丰富多彩的庆祝活动。各族群众欢聚一堂，载歌载舞，在欢声笑语中迎接新年的到来。

　　在泽普县波斯喀木乡，大家欢聚在一起唱歌跳舞，共同庆祝新年的到来。

　　驻村干部和村两委成员还为村里70岁以上的老人送上了新年小礼物，倡导大家尊老爱幼，弘扬良好家风，共同建设美好家园。
　　在叶城县江格勒斯乡的文化活动中心，精彩的舞蹈、悦耳的歌曲赢得了乡亲们的阵阵掌声。


    /*300*250 原生 创建于 2016-03-03*/
    var cpro_id = ""u2540721"";




  

      ",1-1 15:54,http://www.chinanews.com/sh/2019/01-01/8717245.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:34
社会,中国新闻网 　,男子扶老人被指肇事者 警方：车把刮擦致老人摔倒,"  
　　中新网客户端1月1日电 针对“男子扶老人被指肇事者”一事，今日，济南市公安局交通警察支队官方微博发布情况通报称，男子张某某驾驶普通二轮摩托车与驾驶自行车的马某车把发生刮擦，导致自行车摔倒，造成马某受伤。

　　此前有媒体报道，近日在山东济南经十路与阳光新路交界口东南角附近，一位骑自行车老人倒地。骑摩托车路过的一名男子称，看到老人倒地后便拨打120急救电话，老人清醒后指称是该男子将其撞倒，引发争议。

　　今日，济南市公安局交通警察支队官方微博发布通报称，2018年12月26日，在槐荫区经十路阳光新路路口东口南侧公交站牌处，发生一起伤人道路交通事故。

　　经公安交警部门调查取证、对两车痕迹检验鉴定，初步查明该起道路交通事故基本属实：2018年12月26日7时26分许，张某某驾驶川崎649CC普通二轮摩托车沿阳光新路由南向北行驶至经十路路口右转弯后，沿经十路向东行驶至公交站牌处时，遇马某驾驶自行车沿经十路由西向东行驶至此，二轮摩托车从自行车右侧超越时，二轮摩托车左侧车把与自行车右侧车把刮擦，导致自行车摔倒，造成马某受伤。

　　目前，该事故正在进一步处理中。



图片来源：济南市公安局交通警察支队官方微博


    /*300*250 原生 创建于 2016-03-03*/
    var cpro_id = ""u2540721"";




  

      ",1-1 15:43,http://www.chinanews.com/sh/2019/01-01/8717238.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:34
视频,未知,69岁奶奶考驾照32天全通关：想开车看大好河山,,1-1 14:53,http://www.chinanews.com/shipin/2019/01-01/news797986.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:37
国际,中国新闻网 　,纽约时报广场百万人雨中迎新年,"  
　　中新社纽约1月1日电 (记者 马德林)当地时间2018年12月31日，一百多万来自世界各地的人们聚集在纽约时报广场，在雨中共同庆祝2019年到来。



当地时间12月31日，纽约时报广场举行一年一度的跨年庆典。图为当晚6时倒计时水晶球升起，时报广场燃放焰火。中新社记者 廖攀 摄

　　当晚的庆祝活动序幕闪耀“中国元素”，8位来自重庆的表演者共同舞动一条金、红、蓝三色相间的舞龙，伴随着《三峡情》等经典乐曲，为现场观众奉上一场富有中国传统特色的表演。之后精彩的歌曲舞蹈陆续上演，陪伴现场观众度过2018年的最后时光。

　　23时59分，时报广场大屏幕开始显示倒数。在人们的欢呼声中，由2688块三角形水晶板组成、主题为“天赐和谐”的水晶球缓缓落下，绚丽的烟火随之绽放，成千上万写有新年愿望的彩色纸片在空中飘洒。当水晶球落下时，球内32000多盏LED灯一齐点亮，绚丽的光芒映入广场内百万观众眼中。

　　与一年前的严寒相比，这个新年夜比较温暖，但天公不作美，下午三点左右开始的降雨一直持续到午夜过后。不过人们庆祝新年的热情并未因此减弱，不少从外地赶来的游客当天上午就在时报广场等待夜晚来临，甚至有人随身携带折叠椅。街边的小贩也抓住商机，向游人兜售帽子、彩灯、装饰眼镜以及雨衣等小商品。



当地时间12月31日，纽约时报广场举行一年一度的跨年庆典。图为雨中参加庆典的人们。中新社记者 廖攀 摄

　　来自墨西哥的艾莉克莎告诉记者，31日是自己的生日，她的婶婶专门来纽约陪她在时报广场庆祝生日、迎接新年。尽管天气不佳，自己还是感到很兴奋。谈到新年愿望，艾莉克莎希望家人在2019年能够平安、快乐。

　　虽然跨年夜活动并未面临任何恐袭威胁，但当局仍布置了严密的安保。数千名执勤警察、便衣警察和反狙击小组布置在时报广场、周边街道和地铁站。尽管降雨导致纽约警局未能按原计划投入无人机用于现场安保，但纽约警局局长奥尼尔表示，今年的跨年夜安保仍是最高级别。从上午11点开始，警方用警车、混凝土路障和沙土卡车封锁通往时报广场的街道，封死了区域内的所有井盖，还暂时移走了7大道从34街到59街之间的邮筒。所有进入广场的人都需要接受安全检查，大尺寸包裹、双肩背包等均被禁止携带。出于安全考虑，警方还要求广场内游客不要使用雨伞，只能使用雨衣。

　　时报广场跨年夜庆祝活动是纽约市文化的重要部分。自1904年起，每年12月31日时报广场都会举行盛大的跨年夜庆祝活动。1907年开始，又增加了水晶球降落倒数计时活动，每年都吸引超过百万观众现场观看。(完)


    /*300*250 原生 创建于 2016-03-03*/
    var cpro_id = ""u2540721"";




  

      ",1-1 15:14,http://www.chinanews.com/gj/2019/01-01/8717225.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:39
社会,新华网 　,扬子鳄保护区被侵占 7个责任单位党组织负责人被约谈,"  　　安徽“扬子鳄国家级保护区被侵占事件”：7个责任单位党组织负责人被约谈　　新华社合肥1月1日电（记者徐海涛）记者从安徽省纪委监委获悉，安徽省林业局、宣城市委、泾县县委等7个涉及“安徽扬子鳄国家级保护区被侵占事件”的相关责任单位党组织主要负责人，日前被安徽省纪委监委主要负责人集体约谈。　　安徽省纪委监委主要负责人指出，扬子鳄保护区被违规侵占是一起严重的生态环境事件。事件的发生反映了相关责任单位政治意识不强，法治观念淡薄，重经济发展轻生态保护，发展理念存在偏差。　　安徽省纪委监委要求各相关责任单位认真落实安徽省委关于扬子鳄保护区有关问题整改工作的决策部署，明确整改责任，落实整改要求，绝不容许打折扣、搞变通；严格执行省委问责决定，做好受问责党员干部的思想政治工作，引导受问责干部放下思想包袱，轻装上阵、履责担当。


    /*300*250 原生 创建于 2016-03-03*/
    var cpro_id = ""u2540721"";




　　近日，安徽省委常委会审议决定了对扬子鳄国家级保护区被侵占事件相关责任单位和责任领导干部的问责事项，共对21个党组织和32名党员领导干部，分别以责令检查、诫勉、党纪政务处分、组织处理等方式进行了严肃问责。  

      ",1-1 14:51,http://www.chinanews.com/sh/2019/01-01/8717231.shtml,http://www.chinanews.com/scroll-news/news5.html,2019-01-02 19:39:40
